Compound;Sample order;Sample;Time;Treatment;Labeling;Relative_abundance;Unlabeled ;Labeled
Tryptophan;111;87;60min;P;L;20655510;0.991521978;0.008478022
Tryptophan;112;88;60min;P;L;12513170;0.983579375;0.016420625
Tryptophan;113;89;60min;P;L;20100900;0.992201684;0.007798317
Tryptophan;114;90;60min;P;L;13003420;0.981864942;0.018135058
Tryptophan;116;91;120min;C;U;3195077;0.953384639;0.046615361
Tryptophan;117;92;120min;C;U;2036295;0.961887585;0.038112415
Tryptophan;118;93;120min;C;U;8601479;0.970107896;0.029892104
Tryptophan;119;94;120min;C;U;3210553;0.937904224;0.062095776
Tryptophan;120;95;120min;C;U;10407280;0.981532083;0.018467917
Tryptophan;121;96;120min;C;L;6125333;0.951768595;0.048231405
Tryptophan;122;97;120min;C;L;6235548;0.942892077;0.057107923
Tryptophan;123;98;120min;C;L;4345308;0.94644249;0.05355751
Tryptophan;124;99;120min;C;L;3779680;0.947192239;0.052807761
Tryptophan;125;100;120min;C;L;3175590;0.926394998;0.073605002
Tryptophan;127;101;120min;Fe;U;1977813;0.94261692;0.057383081
Tryptophan;128;102;120min;Fe;U;3093072;0.941696333;0.058303667
Tryptophan;129;103;120min;Fe;U;3341566;0.946747804;0.053252196
Tryptophan;130;104;120min;Fe;U;2766250;0.94650757;0.053492431
Tryptophan;131;105;120min;Fe;U;3000015;0.941623405;0.058376595
Tryptophan;132;106;120min;Fe;L;1718497;0.95962113;0.04037887
Tryptophan;133;107;120min;Fe;L;5708099;0.956594803;0.043405197
Tryptophan;134;108;120min;Fe;L;3468354;0.932107489;0.067892511
Tryptophan;135;109;120min;Fe;L;3981118;0.944209811;0.055790189
Tryptophan;137;110;120min;Fe;L;3170418;0.941706512;0.058293488
Tryptophan;138;111;120min;P;U;15866670;0.990746989;0.009253011
Tryptophan;139;112;120min;P;U;12618610;0.980032572;0.019967428
Tryptophan;140;113;120min;P;U;11969300;0.978659574;0.021340426
Tryptophan;141;114;120min;P;U;15404010;0.989920592;0.010079408
Tryptophan;142;115;120min;P;U;15989710;0.990915509;0.009084491
Tryptophan;143;116;120min;P;L;21202190;0.993430518;0.006569482
Tryptophan;144;117;120min;P;L;18970370;0.991356244;0.008643756
Tryptophan;145;118;120min;P;L;4185066;0.942590023;0.057409977
Tryptophan;147;119;120min;P;L;19809120;0.991765834;0.008234166
Tryptophan;148;120;120min;P;L;23590240;0.992912827;0.007087173
Tyrosine;18;1;15min;C;U;4540188;0.937651426;0.062348574
Tyrosine;19;2;15min;C;U;4349895;0.939614361;0.060385639
Tyrosine;20;3;15min;C;U;6162058;0.961432401;0.038567599
Tyrosine;21;4;15min;C;U;3981013;0.951216933;0.048783067
Tyrosine;22;5;15min;C;U;4900889;0.94597753;0.05402247
Tyrosine;23;6;15min;C;L;20584530;0.989877267;0.010122733
Tyrosine;24;7;15min;C;L;6053121;0.953335909;0.046664091
Tyrosine;25;8;15min;C;L;7193484;0.960033138;0.039966862
Tyrosine;26;9;15min;C;L;8513705;0.968219491;0.031780509
Tyrosine;27;10;15min;C;L;8711701;0.971633401;0.028366599
Tyrosine;29;11;15min;Fe;U;1667208;0.951494716;0.048505284
Tyrosine;30;12;15min;Fe;U;529135;0.947551364;0.052448636
Tyrosine;31;13;15min;Fe;U;2487770;0.942216329;0.057783671
Tyrosine;32;14;15min;Fe;U;2211211;0.944982007;0.055017993
Tyrosine;33;15;15min;Fe;U;2694012;0.940274093;0.059725907
Tyrosine;34;17;15min;Fe;L;4668832;0.939515271;0.060484729
Tyrosine;35;18;15min;Fe;L;5763672;0.944493396;0.055506604
Tyrosine;36;19;15min;Fe;L;3198050;0.930342069;0.069657931
Tyrosine;37;20;15min;Fe;L;3642155;0.939622261;0.060377739
Tyrosine;39;21;15min;P;U;28990850;0.989944827;0.010055173
Tyrosine;40;22;15min;P;U;43507730;0.989127228;0.010872772
Tyrosine;41;23;15min;P;U;29489260;0.992310433;0.007689567
Tyrosine;42;24;15min;P;U;32102460;0.991939632;0.008060368
Tyrosine;43;25;15min;P;U;34267050;0.991259053;0.008740947
Tyrosine;44;26;15min;P;L;42576860;0.991733266;0.008266734
Tyrosine;45;27;15min;P;L;52225320;0.988457734;0.011542266
Tyrosine;46;28;15min;P;L;37493040;0.991725337;0.008274663
Tyrosine;47;29;15min;P;L;50099320;0.993009256;0.006990744
Tyrosine;48;30;15min;P;L;52135090;0.988119647;0.011880353
Tyrosine;50;31;30min;C;U;6079297;0.956111765;0.043888235
Tyrosine;51;32;30min;C;U;5897031;0.944976915;0.055023085
Tyrosine;52;33;30min;C;U;4003629;0.938165183;0.061834818
Tyrosine;53;34;30min;C;U;6687125;0.958605524;0.041394476
Tyrosine;54;35;30min;C;U;8609736;0.969067574;0.030932426
Tyrosine;55;36;30min;C;L;8607085;0.961808029;0.038191971
Tyrosine;56;37;30min;C;L;9987260;0.972678357;0.027321643
Tyrosine;57;38;30min;C;L;4375824;0.936305384;0.063694616
Tyrosine;58;39;30min;C;L;7124995;0.952374341;0.047625659
Tyrosine;59;40;30min;C;L;5315213;0.939741025;0.060258975
Tyrosine;61;41;30min;Fe;U;1982034;0.953999324;0.046000676
Tyrosine;62;42;30min;Fe;U;2475969;0.948113542;0.051886459
Tyrosine;63;43;30min;Fe;U;2307628;0.942613628;0.057386372
Tyrosine;64;44;30min;Fe;U;1996947;0.940240835;0.059759165
Tyrosine;65;45;30min;Fe;U;679667;0.944366764;0.055633236
Tyrosine;66;46;30min;Fe;L;3742379;0.939763739;0.060236261
Tyrosine;67;47;30min;Fe;L;4308267;0.945200636;0.054799364
Tyrosine;68;48;30min;Fe;L;3873185;0.930841589;0.069158411
Tyrosine;69;49;30min;Fe;L;4416443;0.936330045;0.063669955
Tyrosine;70;50;30min;Fe;L;4412816;0.946126034;0.053873966
Tyrosine;72;51;30min;P;U;33573650;0.992787292;0.007212708
Tyrosine;73;52;30min;P;U;31225550;0.992147016;0.007852984
Tyrosine;74;53;30min;P;U;31691060;0.991079253;0.008920747
Tyrosine;75;54;30min;P;U;30588530;0.990879544;0.009120456
Tyrosine;76;55;30min;P;U;39483340;0.991688428;0.008311572
Tyrosine;77;56;30min;P;L;37801630;0.99051718;0.00948282
Tyrosine;78;57;30min;P;L;51594520;0.991418436;0.008581564
Tyrosine;79;58;30min;P;L;26021160;0.990998033;0.009001967
Tyrosine;80;59;30min;P;L;39845480;0.992153794;0.007846206
Tyrosine;81;60;30min;P;L;24405390;0.990962999;0.009037001
Tyrosine;83;61;60min;C;U;3024225;0.929756945;0.070243055
Tyrosine;84;62;60min;C;U;6953419;0.955851709;0.044148291
Tyrosine;85;63;60min;C;U;3717786;0.943935381;0.056064619
Tyrosine;86;64;60min;C;U;5987541;0.932756937;0.067243064
Tyrosine;87;65;60min;C;U;3118451;0.947225922;0.052774078
Tyrosine;88;66;60min;C;L;7488539;0.955303909;0.044696091
Tyrosine;89;67;60min;C;L;5905593;0.95064679;0.04935321
Tyrosine;90;68;60min;C;L;6807741;0.958365034;0.041634966
Tyrosine;91;69;60min;C;L;10320180;0.967197101;0.032802899
Tyrosine;92;70;60min;C;L;6576444;0.958293623;0.041706377
Tyrosine;94;71;60min;Fe;U;3246022;0.927502302;0.072497698
Tyrosine;95;72;60min;Fe;U;2652697;0.942134746;0.057865254
Tyrosine;96;73;60min;Fe;U;4227110;0.936260471;0.063739529
Tyrosine;97;74;60min;Fe;U;2067115;0.932438807;0.067561194
Tyrosine;98;75;60min;Fe;U;3209764;0.94336936;0.05663064
Tyrosine;99;76;60min;Fe;L;2945120;0.934821027;0.065178973
Tyrosine;100;77;60min;Fe;L;4786480;0.943164162;0.056835838
Tyrosine;101;78;60min;Fe;L;4144512;0.936007122;0.063992878
Tyrosine;102;79;60min;Fe;L;5859853;0.952082657;0.047917343
Tyrosine;103;80;60min;Fe;L;4469151;0.942016215;0.057983785
Tyrosine;105;81;60min;P;U;15126280;0.987091759;0.012908241
Tyrosine;106;82;60min;P;U;33002960;0.992075359;0.007924641
Tyrosine;107;83;60min;P;U;22326940;0.991239638;0.008760362
Tyrosine;108;84;60min;P;U;19946620;0.988992943;0.011007057
Tyrosine;109;85;60min;P;U;11853720;0.97755375;0.02244625
Tyrosine;110;86;60min;P;L;55683750;0.993573861;0.00642614
Tyrosine;111;87;60min;P;L;64239580;0.98849472;0.01150528
Tyrosine;112;88;60min;P;L;36822080;0.991880268;0.008119733
Tyrosine;113;89;60min;P;L;38510800;0.991004847;0.008995153
Tyrosine;114;90;60min;P;L;44869740;0.991137468;0.008862532
Tyrosine;116;91;120min;C;U;5434667;0.938691699;0.061308301
Tyrosine;117;92;120min;C;U;3461368;0.935028202;0.064971798
Tyrosine;118;93;120min;C;U;8629431;0.96759778;0.03240222
Tyrosine;119;94;120min;C;U;6170688;0.954859955;0.045140045
Tyrosine;120;95;120min;C;U;9002109;0.97123196;0.02876804
Tyrosine;121;96;120min;C;L;10148890;0.972486892;0.027513108
Tyrosine;122;97;120min;C;L;10770180;0.974197193;0.025802807
Tyrosine;123;98;120min;C;L;9538446;0.965355938;0.034644062
Tyrosine;124;99;120min;C;L;8802496;0.96588077;0.03411923
Tyrosine;125;100;120min;C;L;5928158;0.95398669;0.04601331
Tyrosine;127;101;120min;Fe;U;2283659;0.952516304;0.047483696
Tyrosine;128;102;120min;Fe;U;2443327;0.952215377;0.047784623
Tyrosine;129;103;120min;Fe;U;2324625;0.946587581;0.053412419
Tyrosine;130;104;120min;Fe;U;2738812;0.935315591;0.064684409
Tyrosine;131;105;120min;Fe;U;3103739;0.942919792;0.057080208
Tyrosine;132;106;120min;Fe;L;5101270;0.946187648;0.053812352
Tyrosine;133;107;120min;Fe;L;3306814;0.926599299;0.073400701
Tyrosine;134;108;120min;Fe;L;3310062;0.940412005;0.059587995
Tyrosine;135;109;120min;Fe;L;2572307;0.924230965;0.075769036
Tyrosine;137;110;120min;Fe;L;2281311;0.930980059;0.069019941
Tyrosine;138;111;120min;P;U;21577340;0.990362192;0.009637808
Tyrosine;139;112;120min;P;U;18223630;0.987918069;0.012081931
Tyrosine;140;113;120min;P;U;17240350;0.988327983;0.011672017
Tyrosine;141;114;120min;P;U;42143960;0.991828515;0.008171486
Tyrosine;142;115;120min;P;U;28047650;0.993320922;0.006679078
Tyrosine;143;116;120min;P;L;48159660;0.991785853;0.008214147
Tyrosine;144;117;120min;P;L;48659630;0.992444116;0.007555884
Tyrosine;145;118;120min;P;L;12047780;0.981620768;0.018379232
Tyrosine;147;119;120min;P;L;31633110;0.993116723;0.006883277
Tyrosine;148;120;120min;P;L;30005440;0.991959719;0.008040281
Valine;18;1;15min;C;U;51456010;0.972637945;0.027362055
Valine;19;2;15min;C;U;27825010;0.9734221;0.0265779
Valine;20;3;15min;C;U;30232090;0.972314814;0.027685186
Valine;21;4;15min;C;U;21247480;0.977877933;0.022122067
Valine;22;5;15min;C;U;32699470;0.971883272;0.028116728
Valine;23;6;15min;C;L;55221010;0.967839014;0.032160986
Valine;24;7;15min;C;L;27057170;0.974992513;0.025007488
Valine;25;8;15min;C;L;25030130;0.975340442;0.024659558
Valine;26;9;15min;C;L;33195600;0.96789995;0.03210005
Valine;27;10;15min;C;L;37893090;0.960353879;0.039646121
Valine;29;11;15min;Fe;U;8786360;0.953389637;0.046610363
Valine;30;12;15min;Fe;U;2283140;0.950508323;0.049491677
Valine;31;13;15min;Fe;U;9428659;0.952877087;0.047122913
Valine;32;14;15min;Fe;U;11748350;0.964317733;0.035682267
Valine;33;15;15min;Fe;U;11507830;0.962411981;0.037588019
Valine;34;17;15min;Fe;L;10658470;0.962149117;0.037850883
Valine;35;18;15min;Fe;L;12571780;0.956847837;0.043152163
Valine;36;19;15min;Fe;L;8475891;0.955569218;0.044430782
Valine;37;20;15min;Fe;L;11465490;0.95884477;0.04115523
Valine;39;21;15min;P;U;57034210;0.971441166;0.028558834
Valine;40;22;15min;P;U;54665770;0.964033855;0.035966145
Valine;41;23;15min;P;U;32955310;0.969554949;0.030445051
Valine;42;24;15min;P;U;35019060;0.962748605;0.037251395
Valine;43;25;15min;P;U;54280690;0.97287909;0.027120911
Valine;44;26;15min;P;L;54332350;0.973819873;0.026180127
Valine;45;27;15min;P;L;47614230;0.970504413;0.029495587
Valine;46;28;15min;P;L;37549320;0.960109133;0.039890867
Valine;47;29;15min;P;L;47441520;0.967559496;0.032440504
Valine;48;30;15min;P;L;55502770;0.964289779;0.035710221
Valine;50;31;30min;C;U;26773980;0.974297718;0.025702282
Valine;51;32;30min;C;U;27300690;0.97309036;0.026909641
Valine;52;33;30min;C;U;27604970;0.974131983;0.025868017
Valine;53;34;30min;C;U;22134790;0.979340104;0.020659896
Valine;54;35;30min;C;U;38774760;0.958386405;0.041613596
Valine;55;36;30min;C;L;32859250;0.970625077;0.029374923
Valine;56;37;30min;C;L;33540530;0.965947509;0.034052491
Valine;57;38;30min;C;L;11880110;0.960042339;0.039957661
Valine;58;39;30min;C;L;21515080;0.979634184;0.020365816
Valine;59;40;30min;C;L;22482490;0.981683507;0.018316493
Valine;61;41;30min;Fe;U;9023513;0.950605749;0.049394251
Valine;62;42;30min;Fe;U;12173250;0.966103987;0.033896013
Valine;63;43;30min;Fe;U;11416100;0.966822528;0.033177472
Valine;64;44;30min;Fe;U;11276550;0.952649577;0.047350423
Valine;65;45;30min;Fe;U;2427133;0.953800016;0.046199984
Valine;66;46;30min;Fe;L;13944040;0.967083365;0.032916635
Valine;67;47;30min;Fe;L;7097254;0.947617795;0.052382205
Valine;68;48;30min;Fe;L;9547254;0.959274936;0.040725064
Valine;69;49;30min;Fe;L;9706108;0.950250488;0.049749512
Valine;70;50;30min;Fe;L;12639200;0.965653123;0.034346877
Valine;72;51;30min;P;U;36976640;0.961425191;0.038574809
Valine;73;52;30min;P;U;48377990;0.970662105;0.029337895
Valine;74;53;30min;P;U;33510840;0.968432148;0.031567852
Valine;75;54;30min;P;U;39044480;0.955921787;0.044078213
Valine;76;55;30min;P;U;59698340;0.96840051;0.03159949
Valine;77;56;30min;P;L;35469540;0.965822295;0.034177705
Valine;78;57;30min;P;L;53996650;0.966719904;0.033280097
Valine;79;58;30min;P;L;24794710;0.971910674;0.028089326
Valine;80;59;30min;P;L;46415470;0.965952735;0.034047265
Valine;81;60;30min;P;L;32442150;0.970032547;0.029967453
Valine;83;61;60min;C;U;9661499;0.961499731;0.038500269
Valine;84;62;60min;C;U;24969900;0.976084144;0.023915857
Valine;85;63;60min;C;U;13152260;0.956962189;0.043037811
Valine;86;64;60min;C;U;23571680;0.981140696;0.018859304
Valine;87;65;60min;C;U;12975960;0.96338069;0.03661931
Valine;88;66;60min;C;L;25001760;0.97543569;0.02456431
Valine;89;67;60min;C;L;14067940;0.96988781;0.03011219
Valine;90;68;60min;C;L;22603920;0.977058298;0.022941703
Valine;91;69;60min;C;L;33825590;0.971094288;0.028905712
Valine;92;70;60min;C;L;16314990;0.968809928;0.031190072
Valine;94;71;60min;Fe;U;10950200;0.96369545;0.03630455
Valine;95;72;60min;Fe;U;13112080;0.963029059;0.036970941
Valine;96;73;60min;Fe;U;11896290;0.962415115;0.037584885
Valine;97;74;60min;Fe;U;8632794;0.951412829;0.048587171
Valine;98;75;60min;Fe;U;16302320;0.973609366;0.026390634
Valine;99;76;60min;Fe;L;7926012;0.948317643;0.051682357
Valine;100;77;60min;Fe;L;11159940;0.951530688;0.048469312
Valine;101;78;60min;Fe;L;9057466;0.953190337;0.046809663
Valine;102;79;60min;Fe;L;12133850;0.956155474;0.043844526
Valine;103;80;60min;Fe;L;11228070;0.95538441;0.04461559
Valine;105;81;60min;P;U;30453660;0.973133071;0.026866929
Valine;106;82;60min;P;U;36057790;0.96256933;0.03743067
Valine;107;83;60min;P;U;36319600;0.96453342;0.03546658
Valine;108;84;60min;P;U;28899470;0.970395237;0.029604763
Valine;109;85;60min;P;U;22323820;0.977509074;0.022490926
Valine;110;86;60min;P;L;64924610;0.980576195;0.019423805
Valine;111;87;60min;P;L;58916200;0.969747677;0.030252323
Valine;112;88;60min;P;L;38777820;0.956799;0.043201
Valine;113;89;60min;P;L;52969530;0.966445277;0.033554723
Valine;114;90;60min;P;L;37611310;0.959524249;0.040475751
Valine;116;91;120min;C;U;27623160;0.978680629;0.021319371
Valine;117;92;120min;C;U;13942520;0.965943;0.034057
Valine;118;93;120min;C;U;31081780;0.96697164;0.03302836
Valine;119;94;120min;C;U;23367940;0.974918286;0.025081714
Valine;120;95;120min;C;U;48918530;0.967889874;0.032110126
Valine;121;96;120min;C;L;21032210;0.973862828;0.026137173
Valine;122;97;120min;C;L;26623550;0.978969258;0.021030742
Valine;123;98;120min;C;L;18665990;0.972652295;0.027347705
Valine;124;99;120min;C;L;22794620;0.975079275;0.024920725
Valine;125;100;120min;C;L;13365640;0.965581619;0.034418381
Valine;127;101;120min;Fe;U;7843401;0.947855878;0.052144122
Valine;128;102;120min;Fe;U;10515940;0.961877;0.038123
Valine;129;103;120min;Fe;U;10315190;0.954845871;0.045154129
Valine;130;104;120min;Fe;U;12113600;0.961700881;0.038299119
Valine;131;105;120min;Fe;U;8947033;0.953513983;0.046486017
Valine;132;106;120min;Fe;L;9308634;0.952417721;0.047582279
Valine;133;107;120min;Fe;L;15036850;0.96933044;0.03066956
Valine;134;108;120min;Fe;L;12648010;0.960887233;0.039112767
Valine;135;109;120min;Fe;L;8434696;0.952056202;0.047943798
Valine;137;110;120min;Fe;L;9211359;0.955650839;0.044349161
Valine;138;111;120min;P;U;30520560;0.969410215;0.030589785
Valine;139;112;120min;P;U;47372160;0.977819455;0.022180545
Valine;140;113;120min;P;U;30040340;0.970733558;0.029266442
Valine;141;114;120min;P;U;53838880;0.971638241;0.028361759
Valine;142;115;120min;P;U;39763850;0.953231774;0.046768226
Valine;143;116;120min;P;L;53924680;0.972613272;0.027386728
Valine;144;117;120min;P;L;54736420;0.975363032;0.024636968
Valine;145;118;120min;P;L;12593770;0.96533219;0.03466781
Valine;147;119;120min;P;L;36753150;0.957990659;0.042009341
Valine;148;120;120min;P;L;33313160;0.967577521;0.032422479
