Compound;Sample order;Sample;Time;Treatment;Labeling;Relative_abundance;Unlabeled ;Labeled
Glutamic acid;145;118;120min;P;L;12131130;0.909303772;0.090696228
Glutamic acid;147;119;120min;P;L;47970810;0.926475806;0.073524194
Glutamic acid;148;120;120min;P;L;43023780;0.920695472;0.079304528
Glutamine;18;1;15min;C;U;50452100;0.983579832;0.016420168
Glutamine;19;2;15min;C;U;51631420;0.982144275;0.017855725
Glutamine;20;3;15min;C;U;42856770;0.992368892;0.007631108
Glutamine;21;4;15min;C;U;33398850;0.991734705;0.008265295
Glutamine;22;5;15min;C;U;55287920;0.985941663;0.014058337
Glutamine;23;6;15min;C;L;70473130;0.984536119;0.015463881
Glutamine;24;7;15min;C;L;34629720;0.970553415;0.029446585
Glutamine;25;8;15min;C;L;53482550;0.967984685;0.032015315
Glutamine;26;9;15min;C;L;44761430;0.977187258;0.022812742
Glutamine;27;10;15min;C;L;49115220;0.977540398;0.022459602
Glutamine;29;11;15min;Fe;U;14884050;0.992464048;0.007535952
Glutamine;30;12;15min;Fe;U;3869362;0.948943867;0.051056133
Glutamine;31;13;15min;Fe;U;22550160;0.991572936;0.008427064
Glutamine;32;14;15min;Fe;U;22545570;0.989046348;0.010953652
Glutamine;33;15;15min;Fe;U;29505360;0.987810641;0.012189359
Glutamine;34;17;15min;Fe;L;17809610;0.965687486;0.034312514
Glutamine;35;18;15min;Fe;L;22822030;0.967229976;0.032770024
Glutamine;36;19;15min;Fe;L;15795190;0.97337909;0.02662091
Glutamine;37;20;15min;Fe;L;21508510;0.970927828;0.029072172
Glutamine;39;21;15min;P;U;149600400;0.984686045;0.015313955
Glutamine;40;22;15min;P;U;178198600;0.985917735;0.014082265
Glutamine;41;23;15min;P;U;88693780;0.989918979;0.010081021
Glutamine;42;24;15min;P;U;132366000;0.982384278;0.017615723
Glutamine;43;25;15min;P;U;146318600;0.983710406;0.016289594
Glutamine;44;26;15min;P;L;145047500;0.982345032;0.017654968
Glutamine;45;27;15min;P;L;163892600;0.983166119;0.016833881
Glutamine;46;28;15min;P;L;115792300;0.982914741;0.017085259
Glutamine;47;29;15min;P;L;134747100;0.98474174;0.01525826
Glutamine;48;30;15min;P;L;148239000;0.978133272;0.021866729
Glutamine;50;31;30min;C;U;38108820;0.983087132;0.016912869
Glutamine;51;32;30min;C;U;53155070;0.986036514;0.013963486
Glutamine;52;33;30min;C;U;45348260;0.982416176;0.017583825
Glutamine;53;34;30min;C;U;45779500;0.978053714;0.021946286
Glutamine;54;35;30min;C;U;58321540;0.986746844;0.013253156
Glutamine;55;36;30min;C;L;47995330;0.947529043;0.052470957
Glutamine;56;37;30min;C;L;61389760;0.942144874;0.057855126
Glutamine;57;38;30min;C;L;32064600;0.931857945;0.068142055
Glutamine;58;39;30min;C;L;39206620;0.923078971;0.076921029
Glutamine;59;40;30min;C;L;30635250;0.966807296;0.033192704
Glutamine;61;41;30min;Fe;U;18633550;0.992443416;0.007556585
Glutamine;62;42;30min;Fe;U;20170360;0.993391736;0.006608264
Glutamine;63;43;30min;Fe;U;22569240;0.990975169;0.009024832
Glutamine;64;44;30min;Fe;U;25412110;0.980037626;0.019962374
Glutamine;65;45;30min;Fe;U;7651411;0.96902135;0.03097865
Glutamine;66;46;30min;Fe;L;13372040;0.938844713;0.061155287
Glutamine;67;47;30min;Fe;L;22535060;0.931859905;0.068140095
Glutamine;68;48;30min;Fe;L;21641180;0.946204894;0.053795106
Glutamine;69;49;30min;Fe;L;23382570;0.932278003;0.067721997
Glutamine;70;50;30min;Fe;L;21423160;0.952625199;0.047374801
Glutamine;72;51;30min;P;U;126432100;0.986083883;0.013916117
Glutamine;73;52;30min;P;U;158289900;0.98459348;0.01540652
Glutamine;74;53;30min;P;U;111177400;0.987064983;0.012935017
Glutamine;75;54;30min;P;U;187152700;0.985339491;0.014660509
Glutamine;76;55;30min;P;U;142376400;0.98754029;0.01245971
Glutamine;77;56;30min;P;L;146501800;0.97657415;0.02342585
Glutamine;78;57;30min;P;L;143959100;0.980748752;0.019251248
Glutamine;79;58;30min;P;L;97718230;0.986081036;0.013918964
Glutamine;80;59;30min;P;L;153559700;0.977755543;0.022244457
Glutamine;81;60;30min;P;L;105118800;0.981634568;0.018365432
Glutamine;83;61;60min;C;U;21531450;0.99106896;0.00893104
Glutamine;84;62;60min;C;U;28533580;0.988757703;0.011242297
Glutamine;85;63;60min;C;U;33955110;0.984241195;0.015758805
Glutamine;86;64;60min;C;U;30239060;0.992086298;0.007913702
Glutamine;87;65;60min;C;U;26389500;0.979588794;0.020411206
Glutamine;88;66;60min;C;L;55312580;0.949109951;0.050890049
Glutamine;89;67;60min;C;L;36602710;0.898259915;0.101740085
Glutamine;90;68;60min;C;L;47788140;0.930104109;0.069895891
Glutamine;91;69;60min;C;L;56518940;0.937086506;0.062913494
Glutamine;92;70;60min;C;L;32275920;0.915417656;0.084582344
Glutamine;94;71;60min;Fe;U;26239580;0.984447176;0.015552824
Glutamine;95;72;60min;Fe;U;22373070;0.991365191;0.008634809
Glutamine;96;73;60min;Fe;U;26418480;0.977988372;0.022011628
Glutamine;97;74;60min;Fe;U;15211280;0.991250083;0.008749917
Glutamine;98;75;60min;Fe;U;21718740;0.989656034;0.010343966
Glutamine;99;76;60min;Fe;L;9360178;0.912104135;0.087895866
Glutamine;100;77;60min;Fe;L;18082010;0.951584485;0.048415515
Glutamine;101;78;60min;Fe;L;13521900;0.929331761;0.070668239
Glutamine;102;79;60min;Fe;L;18572290;0.939861786;0.060138214
Glutamine;103;80;60min;Fe;L;22170140;0.915371787;0.084628213
Glutamine;105;81;60min;P;U;136586900;0.985282671;0.014717329
Glutamine;106;82;60min;P;U;155181600;0.988958295;0.011041705
Glutamine;107;83;60min;P;U;130583400;0.992252894;0.007747106
Glutamine;108;84;60min;P;U;121528900;0.987054483;0.012945517
Glutamine;109;85;60min;P;U;112999500;0.991217851;0.008782149
Glutamine;110;86;60min;P;L;133558400;0.98727278;0.01272722
Glutamine;111;87;60min;P;L;149850800;0.980885518;0.019114482
Glutamine;112;88;60min;P;L;108068900;0.976506854;0.023493146
Glutamine;113;89;60min;P;L;170119300;0.978692075;0.021307926
Glutamine;114;90;60min;P;L;81694320;0.971195491;0.028804509
Glutamine;116;91;120min;C;U;39353530;0.991556494;0.008443506
Glutamine;117;92;120min;C;U;23809340;0.985145427;0.014854573
Glutamine;118;93;120min;C;U;30480270;0.993910854;0.006089146
Glutamine;119;94;120min;C;U;47633000;0.986193742;0.013806258
Glutamine;120;95;120min;C;U;44013860;0.98390796;0.01609204
Glutamine;121;96;120min;C;L;21143420;0.947145795;0.052854205
Glutamine;122;97;120min;C;L;30439850;0.947585546;0.052414454
Glutamine;123;98;120min;C;L;23578880;0.955612206;0.044387794
Glutamine;124;99;120min;C;L;31498050;0.935627744;0.064372256
Glutamine;125;100;120min;C;L;21624740;0.971196119;0.028803881
Glutamine;127;101;120min;Fe;U;13690830;0.992210332;0.007789668
Glutamine;128;102;120min;Fe;U;13801340;0.991881516;0.008118484
Glutamine;129;103;120min;Fe;U;12384180;0.991965379;0.008034621
Glutamine;130;104;120min;Fe;U;17433610;0.993572836;0.006427164
Glutamine;131;105;120min;Fe;U;15152040;0.991800453;0.008199547
Glutamine;132;106;120min;Fe;L;20283860;0.952291351;0.047708649
Glutamine;133;107;120min;Fe;L;6769094;0.932385425;0.067614576
Glutamine;134;108;120min;Fe;L;4138328;0.877099428;0.122900572
Glutamine;135;109;120min;Fe;L;4615447;0.893154014;0.106845986
Glutamine;137;110;120min;Fe;L;3428201;0.905675766;0.094324234
Glutamine;138;111;120min;P;U;107698100;0.993416873;0.006583127
Glutamine;139;112;120min;P;U;211586600;0.981532517;0.018467483
Glutamine;140;113;120min;P;U;63355990;0.98468678;0.01531322
Glutamine;141;114;120min;P;U;163801900;0.988279352;0.011720648
Glutamine;142;115;120min;P;U;126417600;0.989336813;0.010663187
Glutamine;143;116;120min;P;L;163819100;0.983853151;0.016146849
Glutamine;144;117;120min;P;L;160377500;0.982506979;0.017493021
Glutamine;145;118;120min;P;L;49240980;0.988159001;0.011841
Glutamine;147;119;120min;P;L;128548000;0.987602441;0.012397559
Glutamine;148;120;120min;P;L;109907900;0.977489047;0.022510953
Glycine;18;1;15min;C;U;4082741;0.9468308;0.0531692
Glycine;19;2;15min;C;U;3771464;0.95457971;0.04542029
Glycine;20;3;15min;C;U;4292363;0.952263836;0.047736164
Glycine;21;4;15min;C;U;3189195;0.953896879;0.046103121
Glycine;22;5;15min;C;U;6235766;0.947994538;0.052005462
Glycine;23;6;15min;C;L;4777566;0.951682134;0.048317866
Glycine;24;7;15min;C;L;3720737;0.954555497;0.045444503
Glycine;25;8;15min;C;L;4022352;0.950769152;0.049230848
Glycine;26;9;15min;C;L;3553887;0.945941335;0.054058665
Glycine;27;10;15min;C;L;4462756;0.956983024;0.043016977
Glycine;29;11;15min;Fe;U;2262468;0.951392785;0.048607215
Glycine;30;12;15min;Fe;U;732902;0.969797103;0.030202897
Glycine;31;13;15min;Fe;U;2638497;0.962761047;0.037238953
Glycine;32;14;15min;Fe;U;2701346;0.948089491;0.051910509
Glycine;33;15;15min;Fe;U;3304027;0.959568616;0.040431384
Glycine;34;17;15min;Fe;L;3704768;0.95206659;0.04793341
Glycine;35;18;15min;Fe;L;3090719;0.951499269;0.048500731
Glycine;36;19;15min;Fe;L;2046747;0.961572928;0.038427073
Glycine;37;20;15min;Fe;L;2632368;0.947214472;0.052785528
Glycine;39;21;15min;P;U;9774448;0.955532256;0.044467744
Glycine;40;22;15min;P;U;10759650;0.97056241;0.02943759
Glycine;41;23;15min;P;U;5923031;0.951744212;0.048255788
Glycine;42;24;15min;P;U;4977038;0.945281558;0.054718442
Glycine;43;25;15min;P;U;6357199;0.952865821;0.047134179
Glycine;44;26;15min;P;L;7343199;0.953368005;0.046631995
Glycine;45;27;15min;P;L;7696558;0.959722485;0.040277515
Glycine;46;28;15min;P;L;5957574;0.949539804;0.050460197
Glycine;47;29;15min;P;L;7386188;0.952814737;0.047185263
Glycine;48;30;15min;P;L;8004020;0.963449609;0.036550391
Glycine;50;31;30min;C;U;3414457;0.948308828;0.051691172
Glycine;51;32;30min;C;U;2934932;0.952714016;0.047285984
Glycine;52;33;30min;C;U;3441474;0.957244603;0.042755397
Glycine;53;34;30min;C;U;4336386;0.953912233;0.046087767
Glycine;54;35;30min;C;U;5399029;0.949180813;0.050819187
Glycine;55;36;30min;C;L;2677775;0.941722259;0.058277741
Glycine;56;37;30min;C;L;3250770;0.944785686;0.055214314
Glycine;57;38;30min;C;L;2640536;0.955567913;0.044432087
Glycine;58;39;30min;C;L;2952605;0.941369294;0.058630706
Glycine;59;40;30min;C;L;4678674;0.945655599;0.054344401
Glycine;61;41;30min;Fe;U;2733532;0.950292943;0.049707057
Glycine;62;42;30min;Fe;U;2698670;0.944715125;0.055284876
Glycine;63;43;30min;Fe;U;2573102;0.943332425;0.056667575
Glycine;64;44;30min;Fe;U;2673644;0.946924408;0.053075592
Glycine;65;45;30min;Fe;U;998995;0.982655524;0.017344476
Glycine;66;46;30min;Fe;L;2626696;0.949698088;0.050301912
Glycine;67;47;30min;Fe;L;2537421;0.950867736;0.049132265
Glycine;68;48;30min;Fe;L;1866497;0.957230825;0.042769175
Glycine;69;49;30min;Fe;L;2401544;0.95169473;0.04830527
Glycine;70;50;30min;Fe;L;2703397;0.952438691;0.047561309
Glycine;72;51;30min;P;U;7895193;0.962488987;0.037511013
Glycine;73;52;30min;P;U;4093720;0.946014154;0.053985847
Glycine;74;53;30min;P;U;5249202;0.949166255;0.050833745
Glycine;75;54;30min;P;U;7909102;0.9582183;0.0417817
Glycine;76;55;30min;P;U;7798473;0.959862196;0.040137804
Glycine;77;56;30min;P;L;5161882;0.949006904;0.050993096
Glycine;78;57;30min;P;L;6151435;0.950209985;0.049790015
Glycine;79;58;30min;P;L;4727825;0.945600615;0.054399385
Glycine;80;59;30min;P;L;8867219;0.968183506;0.031816494
Glycine;81;60;30min;P;L;5392409;0.947675657;0.052324344
Glycine;83;61;60min;C;U;2307373;0.946266505;0.053733495
Glycine;84;62;60min;C;U;3675132;0.948618727;0.051381273
Glycine;85;63;60min;C;U;3070151;0.950022522;0.049977478
Glycine;86;64;60min;C;U;4011326;0.946192526;0.053807474
Glycine;87;65;60min;C;U;2265344;0.953676192;0.046323808
Glycine;88;66;60min;C;L;4300960;0.947362016;0.052637985
Glycine;89;67;60min;C;L;2536897;0.95501697;0.04498303
Glycine;90;68;60min;C;L;2265961;0.954611935;0.045388065
Glycine;91;69;60min;C;L;3380015;0.947227008;0.052772992
Glycine;92;70;60min;C;L;2989927;0.951142311;0.048857689
Glycine;94;71;60min;Fe;U;3030659;0.950256086;0.049743914
Glycine;95;72;60min;Fe;U;2803970;0.95823582;0.04176418
Glycine;96;73;60min;Fe;U;2926352;0.945282432;0.054717569
Glycine;97;74;60min;Fe;U;2257494;0.955753144;0.044246856
Glycine;98;75;60min;Fe;U;2714545;0.945572016;0.054427984
Glycine;99;76;60min;Fe;L;1895620;0.957473859;0.042526141
Glycine;100;77;60min;Fe;L;2372917;0.95003034;0.04996966
Glycine;101;78;60min;Fe;L;1944175;0.959481451;0.04051855
Glycine;102;79;60min;Fe;L;2662983;0.944840073;0.055159928
Glycine;103;80;60min;Fe;L;2827128;0.944094646;0.055905354
Glycine;105;81;60min;P;U;4252336;0.952983692;0.047016308
Glycine;106;82;60min;P;U;5398441;0.949221879;0.050778121
Glycine;107;83;60min;P;U;5003888;0.939569673;0.060430327
Glycine;108;84;60min;P;U;4432009;0.955585684;0.044414316
Glycine;109;85;60min;P;U;3698185;0.945311621;0.054688379
Glycine;110;86;60min;P;L;8878270;0.967158432;0.032841568
Glycine;111;87;60min;P;L;6736640;0.950295189;0.049704811
Glycine;112;88;60min;P;L;8352534;0.95921707;0.04078293
Glycine;113;89;60min;P;L;6433605;0.946135021;0.053864979
Glycine;114;90;60min;P;L;6052173;0.955237331;0.044762669
Glycine;116;91;120min;C;U;6387776;0.949862161;0.050137839
Glycine;117;92;120min;C;U;3002041;0.956938551;0.043061449
Glycine;118;93;120min;C;U;2634659;0.952955479;0.047044521
Glycine;119;94;120min;C;U;4728161;0.951591306;0.048408694
Glycine;120;95;120min;C;U;6216834;0.954612806;0.045387194
Glycine;121;96;120min;C;L;2804767;0.944200306;0.055799694
Glycine;122;97;120min;C;L;3339237;0.941592661;0.058407339
Glycine;123;98;120min;C;L;2834226;0.943131188;0.056868812
Glycine;124;99;120min;C;L;3583427;0.950012769;0.049987231
Glycine;125;100;120min;C;L;2697542;0.946319131;0.053680869
Glycine;127;101;120min;Fe;U;2022232;0.952850354;0.047149646
Glycine;128;102;120min;Fe;U;2315734;0.956721648;0.043278353
Glycine;129;103;120min;Fe;U;2239291;0.961002247;0.038997753
Glycine;130;104;120min;Fe;U;1908111;0.966588986;0.033411014
Glycine;131;105;120min;Fe;U;2017677;0.946759871;0.053240129
Glycine;132;106;120min;Fe;L;3177673;0.955261556;0.044738444
Glycine;133;107;120min;Fe;L;2061721;0.953803744;0.046196256
Glycine;134;108;120min;Fe;L;2038713;0.940522716;0.059477284
Glycine;135;109;120min;Fe;L;1388166;0.956765897;0.043234103
Glycine;137;110;120min;Fe;L;2021611;0.960576849;0.039423151
Glycine;138;111;120min;P;U;5885661;0.946291177;0.053708823
Glycine;139;112;120min;P;U;4697089;0.949268034;0.050731966
Glycine;140;113;120min;P;U;4099218;0.951081041;0.04891896
Glycine;141;114;120min;P;U;7044882;0.957030702;0.042969298
Glycine;142;115;120min;P;U;4734766;0.949699143;0.050300858
Glycine;143;116;120min;P;L;6513752;0.949076598;0.050923402
Glycine;144;117;120min;P;L;5780902;0.950129794;0.049870206
Glycine;145;118;120min;P;L;2273880;0.958811205;0.041188795
Glycine;147;119;120min;P;L;4814708;0.949942715;0.050057285
Glycine;148;120;120min;P;L;4415759;0.94065853;0.05934147
Histidine;18;1;15min;C;U;1681122;0.965995302;0.034004698
Histidine;19;2;15min;C;U;689799;0.97935007;0.02064993
Histidine;20;3;15min;C;U;1296470;0.98289944;0.01710056
Histidine;21;4;15min;C;U;957260;0.980168914;0.019831086
Histidine;22;5;15min;C;U;1723855;0.96427614;0.03572386
Histidine;23;6;15min;C;L;2208611;0.943948846;0.056051154
Histidine;24;7;15min;C;L;964408;0.982783587;0.017216413
Histidine;25;8;15min;C;L;1339405;0.973487342;0.026512658
Histidine;26;9;15min;C;L;1207416;0.965462658;0.034537342
Histidine;27;10;15min;C;L;1507954;0.970517971;0.029482029
Histidine;29;11;15min;Fe;U;467363;0.96322914;0.03677086
